county,todays date,hospitalized covid confirmed patients,hospitalized suspected covid patients,hospitalized covid patients,all hospital beds,icu covid confirmed patients,icu suspected covid patients,icu available beds
Shasta,9/25/2020,6,0,6,561,2,0,11
Butte,9/25/2020,12,0,12,451,7,0,6
Mendocino,9/25/2020,9,0,9,150,2,0,5
Orange,9/25/2020,156,51,207,5578,47,7,232
Colusa,9/25/2020,1,0,1,48,0,0,0
Placer,9/25/2020,25,20,45,752,11,2,34
Solano,9/25/2020,18,15,33,549,4,1,8
Mono,9/25/2020,0,0,0,17,0,0,2
Glenn,9/25/2020,0,0,0,47,0,0,0
San Mateo,9/25/2020,32,13,45,700,11,2,30
San Diego,9/26/2020,197,42,239,6766,74,5,307
Santa Clara,9/26/2020,93,11,104,2902,35,1,106
Tuolumne,9/26/2020,1,0,1,84,0,0,0
San Mateo,9/26/2020,29,12,41,700,10,2,32
Plumas,9/26/2020,0,0,0,35,0,0,0
Butte,9/26/2020,13,0,13,451,7,0,4
Sonoma,9/26/2020,18,7,25,579,8,1,5
Marin,9/26/2020,5,8,13,328,3,1,6
Siskiyou,9/26/2020,1,0,1,56,0,0,6
Trinity,9/26/2020,0,0,0,25,0,0,0
Sutter,9/26/2020,0,0,0,0,0,0,0
Stanislaus,9/26/2020,69,19,88,1282,23,2,27
Lake,9/26/2020,0,1,1,65,0,0,5
Lassen,9/26/2020,0,0,0,25,0,0,0
Colusa,9/26/2020,1,0,1,48,0,0,0
Amador,9/26/2020,0,0,0,51,0,0,2
Tehama,9/26/2020,4,0,4,59,1,0,3
El Dorado,9/26/2020,1,0,1,189,1,0,4
Orange,9/26/2020,164,36,200,5585,45,2,251
San Joaquin,9/26/2020,38,11,49,1013,19,1,52
Inyo,9/26/2020,0,0,0,29,0,0,4
San Francisco,9/26/2020,56,8,64,1859,18,3,63
Riverside,9/26/2020,135,46,181,3353,37,13,104
Placer,9/26/2020,25,25,50,756,11,2,37
Yuba,9/26/2020,13,0,13,265,2,0,15
San Luis Obispo,9/26/2020,3,1,4,451,1,0,28
Shasta,9/26/2020,8,1,9,561,1,0,10
Alameda,9/26/2020,75,36,111,2363,24,6,118
Contra Costa,9/26/2020,30,11,41,1492,13,1,54
Mariposa,9/26/2020,0,0,0,19,0,0,0
San Benito,9/26/2020,2,0,2,25,1,0,2
Mono,9/26/2020,0,0,0,17,0,0,2
Humboldt,9/26/2020,3,0,3,277,2,0,2
Los Angeles,9/26/2020,687,371,1058,19966,206,71,977
Monterey,9/26/2020,29,0,29,702,10,0,28
Glenn,9/26/2020,0,0,0,47,0,0,0
Merced,9/26/2020,9,0,9,253,4,0,13
Madera,9/26/2020,13,3,16,263,4,0,21
Del Norte,9/26/2020,0,0,0,51,0,0,2
Mendocino,9/26/2020,9,0,9,150,3,0,5
Ventura,9/26/2020,46,18,64,1254,18,5,62
Sacramento,9/26/2020,131,25,156,2485,32,7,85
Tulare,9/26/2020,32,10,42,664,6,0,13
San Bernardino,9/26/2020,152,44,196,3825,47,4,159
Kern,9/26/2020,66,4,70,1330,20,0,64
Solano,9/26/2020,18,19,37,545,3,3,8
Santa Cruz,9/26/2020,19,0,19,376,5,0,12
Calaveras,9/26/2020,0,0,0,33,0,0,5
Napa,9/26/2020,3,0,3,356,3,0,18
Fresno,9/26/2020,73,24,97,1533,19,3,16
Kings,9/26/2020,10,0,10,193,1,0,14
Santa Barbara,9/26/2020,21,5,26,666,4,1,56
Modoc,9/26/2020,0,0,0,41,0,0,0
Yolo,9/26/2020,3,0,3,96,2,0,7
Nevada,9/26/2020,1,0,1,122,0,0,5
Imperial,9/26/2020,25,0,25,259,10,0,5
San Mateo,9/27/2020,29,9,38,675,9,0,31
Stanislaus,9/27/2020,59,20,79,1315,20,1,33
San Luis Obispo,9/27/2020,2,1,3,451,1,0,29
San Francisco,9/27/2020,54,6,60,1813,18,0,81
Contra Costa,9/27/2020,31,13,44,1484,13,1,54
Nevada,9/27/2020,2,0,2,132,0,0,3
Santa Barbara,9/27/2020,21,1,22,666,5,0,55
Yuba,9/27/2020,14,0,14,265,1,0,14
Marin,9/27/2020,7,7,14,326,3,0,14
Mendocino,9/27/2020,7,0,7,150,3,0,5
Placer,9/27/2020,22,28,50,747,10,5,31
Santa Clara,9/27/2020,94,13,107,2882,33,3,106
Orange,9/27/2020,161,63,224,5518,46,4,257
Butte,9/27/2020,13,0,13,451,8,0,4
San Bernardino,9/27/2020,160,50,210,3812,47,5,171
Fresno,9/27/2020,74,22,96,1555,20,2,14
San Benito,9/27/2020,2,0,2,25,1,0,2
Tuolumne,9/27/2020,1,0,1,84,0,0,0
Riverside,9/27/2020,128,49,177,3340,36,10,111
Shasta,9/27/2020,1,6,7,561,0,1,11
Inyo,9/27/2020,0,1,1,29,0,0,3
Humboldt,9/27/2020,3,0,3,277,1,0,2
Glenn,9/27/2020,0,0,0,47,0,0,0
Lassen,9/27/2020,0,0,0,25,0,0,0
Colusa,9/27/2020,1,0,1,48,0,0,0
Sonoma,9/27/2020,20,4,24,552,7,1,7
Kings,9/27/2020,14,0,14,193,1,0,15
Sutter,9/27/2020,0,0,0,0,0,0,0
Napa,9/27/2020,3,0,3,359,3,0,17
El Dorado,9/27/2020,1,0,1,189,1,0,4
Calaveras,9/27/2020,0,0,0,33,0,0,6
Siskiyou,9/27/2020,1,0,1,56,0,0,6
Merced,9/27/2020,9,1,10,253,4,0,11
Lake,9/27/2020,1,0,1,65,0,0,3
Tulare,9/27/2020,33,8,41,664,7,0,18
Modoc,9/27/2020,0,0,0,41,0,0,0
Madera,9/27/2020,12,9,21,263,3,0,21
Mono,9/27/2020,0,0,0,17,0,0,2
Tehama,9/27/2020,4,0,4,59,1,0,1
Trinity,9/27/2020,0,0,0,25,0,0,0
Alameda,9/27/2020,76,37,113,2364,25,5,124
Mariposa,9/27/2020,0,0,0,19,0,0,0
Plumas,9/27/2020,0,0,0,35,0,0,0
Kern,9/27/2020,67,3,70,1303,16,0,61
Yolo,9/27/2020,3,0,3,96,3,0,3
Monterey,9/27/2020,29,0,29,702,9,0,30
San Joaquin,9/27/2020,32,20,52,1007,16,2,53
Los Angeles,9/27/2020,714,356,1070,19933,205,61,998
San Diego,9/27/2020,184,48,232,6761,69,9,319
Ventura,9/27/2020,48,11,59,1255,18,0,54
Imperial,9/27/2020,20,0,20,259,8,0,6
Solano,9/27/2020,17,22,39,533,1,1,5
Del Norte,9/27/2020,0,0,0,52,0,0,0
Santa Cruz,9/27/2020,24,0,24,376,4,0,12
Amador,9/27/2020,0,0,0,51,0,0,3
Sacramento,9/27/2020,119,35,154,2486,38,6,88
Los Angeles,9/28/2020,734,291,1025,19925,207,55,1043
Santa Clara,9/28/2020,93,18,111,2972,29,1,118
Placer,9/28/2020,24,28,52,742,9,2,30
Amador,9/28/2020,0,0,0,51,0,0,3
Inyo,9/28/2020,0,1,1,29,0,0,4
Napa,9/28/2020,4,2,6,359,4,0,26
Merced,9/28/2020,10,10,20,271,4,0,10
San Benito,9/28/2020,2,0,2,25,1,0,1
Mariposa,9/28/2020,0,0,0,19,0,0,0
Shasta,9/28/2020,6,1,7,561,1,0,13
Kings,9/28/2020,16,0,16,193,1,0,14
Tehama,9/28/2020,5,0,5,59,1,0,1
Orange,9/28/2020,162,78,240,5626,46,10,239
Sacramento,9/28/2020,125,35,160,2489,33,9,95
San Francisco,9/28/2020,60,5,65,1828,17,1,88
Riverside,9/28/2020,125,57,182,3322,33,7,110
Mendocino,9/28/2020,6,0,6,150,3,0,5
El Dorado,9/28/2020,1,0,1,189,1,0,5
Santa Cruz,9/28/2020,25,0,25,376,5,0,16
Yuba,9/28/2020,13,0,13,265,1,0,13
Plumas,9/28/2020,0,0,0,35,0,0,0
Colusa,9/28/2020,1,0,1,48,0,0,0
San Luis Obispo,9/28/2020,3,0,3,451,1,0,29
Kern,9/28/2020,71,3,74,1304,14,0,68
San Mateo,9/28/2020,29,11,40,680,8,2,32
Imperial,9/28/2020,22,0,22,259,8,0,4
Modoc,9/28/2020,0,0,0,41,0,0,0
Alameda,9/28/2020,79,35,114,2368,25,7,125
Marin,9/28/2020,8,6,14,320,3,0,12
Ventura,9/28/2020,46,7,53,1244,14,1,62
Mono,9/28/2020,0,0,0,17,0,0,2
Yolo,9/28/2020,3,0,3,96,2,0,5
San Bernardino,9/28/2020,165,58,223,3831,48,8,173
Calaveras,9/28/2020,0,0,0,33,0,0,6
Santa Barbara,9/28/2020,26,1,27,666,6,0,56
Siskiyou,9/28/2020,0,1,1,56,0,0,7
Madera,9/28/2020,12,14,26,263,2,1,18
Lake,9/28/2020,1,1,2,65,0,1,2
Stanislaus,9/28/2020,54,24,78,1310,21,1,29
San Diego,9/28/2020,199,58,257,6770,68,19,338
San Joaquin,9/28/2020,35,18,53,1009,14,4,45
Fresno,9/28/2020,76,14,90,1579,20,2,13
Contra Costa,9/28/2020,30,15,45,1477,12,0,52
Glenn,9/28/2020,0,0,0,47,0,0,0
Lassen,9/28/2020,0,0,0,25,0,0,0
Solano,9/28/2020,19,19,38,546,2,1,7
Tulare,9/28/2020,34,8,42,677,7,0,23
Tuolumne,9/28/2020,1,0,1,84,0,0,6
Sonoma,9/28/2020,20,8,28,581,7,1,4
Butte,9/28/2020,13,0,13,451,6,0,8
Humboldt,9/28/2020,2,3,5,275,1,1,2
Del Norte,9/28/2020,0,1,1,52,0,1,1
Sutter,9/28/2020,0,0,0,0,0,0,0
Nevada,9/28/2020,2,0,2,134,0,0,4
Trinity,9/28/2020,0,0,0,25,0,0,0
Monterey,9/28/2020,30,0,30,702,8,0,29
Inyo,9/29/2020,0,0,0,29,0,0,4
Alameda,9/29/2020,78,47,125,2390,26,5,126
San Joaquin,9/29/2020,33,20,53,1007,14,5,47
Lassen,9/29/2020,0,0,0,25,0,0,0
Merced,9/29/2020,9,11,20,271,5,0,9
Trinity,9/29/2020,0,0,0,25,0,0,0
Glenn,9/29/2020,0,0,0,47,0,0,0
El Dorado,9/29/2020,1,0,1,189,1,0,8
Santa Barbara,9/29/2020,23,0,23,666,6,0,50
Yolo,9/29/2020,4,0,4,96,3,0,3
Tuolumne,9/29/2020,1,0,1,84,0,0,2
San Mateo,9/29/2020,26,17,43,696,7,5,12
Marin,9/29/2020,7,8,15,326,3,1,11
Plumas,9/29/2020,0,0,0,35,0,0,0
Kings,9/29/2020,20,1,21,193,2,1,13
Mono,9/29/2020,0,0,0,17,0,0,2
Modoc,9/29/2020,0,0,0,41,0,0,0
Tulare,9/29/2020,34,9,43,677,7,0,21
Santa Cruz,9/29/2020,23,0,23,376,4,0,14
San Luis Obispo,9/29/2020,3,0,3,451,1,0,25
Stanislaus,9/29/2020,50,30,80,1312,21,6,18
Mendocino,9/29/2020,5,0,5,150,2,0,2
Butte,9/29/2020,13,0,13,451,6,0,3
Monterey,9/29/2020,30,0,30,702,8,0,25
Madera,9/29/2020,9,13,22,263,2,1,17
Ventura,9/29/2020,48,14,62,1270,17,3,53
Sonoma,9/29/2020,17,4,21,557,7,1,6
Placer,9/29/2020,22,22,44,744,7,0,38
Orange,9/29/2020,172,52,224,5747,48,9,231
Mariposa,9/29/2020,0,0,0,19,0,0,0
Imperial,9/29/2020,23,0,23,259,8,0,6
San Benito,9/29/2020,1,0,1,25,1,0,1
Los Angeles,9/29/2020,746,340,1086,19969,205,49,1013
Contra Costa,9/29/2020,32,17,49,1509,13,3,49
Sacramento,9/29/2020,122,38,160,2492,32,5,97
Shasta,9/29/2020,5,1,6,561,1,0,13
San Francisco,9/29/2020,61,5,66,1866,16,1,73
Yuba,9/29/2020,13,1,14,265,1,0,9
Solano,9/29/2020,18,21,39,562,2,4,8
San Diego,9/29/2020,182,56,238,6775,65,9,309
Santa Clara,9/29/2020,90,15,105,2970,29,4,104
Del Norte,9/29/2020,0,0,0,53,0,0,0
Fresno,9/29/2020,80,14,94,1574,23,4,14
Colusa,9/29/2020,1,0,1,48,0,0,0
Amador,9/29/2020,1,0,1,51,1,0,2
Nevada,9/29/2020,3,0,3,134,1,0,4
Siskiyou,9/29/2020,0,1,1,56,0,0,7
Lake,9/29/2020,1,1,2,65,0,1,3
Napa,9/29/2020,6,1,7,351,3,0,25
Humboldt,9/29/2020,2,3,5,277,1,0,3
Sutter,9/29/2020,0,0,0,0,0,0,0
San Bernardino,9/29/2020,170,55,225,3845,45,9,160
Tehama,9/29/2020,5,0,5,59,1,0,1
Kern,9/29/2020,73,5,78,1304,16,0,65
Riverside,9/29/2020,130,52,182,3312,36,7,110
Calaveras,9/29/2020,0,0,0,33,0,0,6
Mono,9/30/2020,0,0,0,17,0,0,2
Amador,9/30/2020,1,0,1,51,1,0,2
Tulare,9/30/2020,39,9,48,677,8,1,20
Madera,9/30/2020,10,9,19,263,2,0,23
Santa Clara,9/30/2020,93,17,110,2998,28,3,103
Kern,9/30/2020,70,5,75,1336,14,0,56
Lassen,9/30/2020,0,0,0,25,0,0,0
Calaveras,9/30/2020,0,0,0,33,0,0,8
Contra Costa,9/30/2020,31,15,46,1515,10,3,49
Trinity,9/30/2020,0,0,0,25,0,0,0
Fresno,9/30/2020,80,26,106,1562,22,1,21
Orange,9/30/2020,173,55,228,5746,45,13,218
Shasta,9/30/2020,8,1,9,561,1,0,4
Yolo,9/30/2020,6,0,6,96,4,0,3
Inyo,9/30/2020,0,1,1,29,0,0,4
Imperial,9/30/2020,26,0,26,259,8,0,7
San Joaquin,9/30/2020,35,16,51,1008,14,2,40
Napa,9/30/2020,6,0,6,351,3,0,31
Del Norte,9/30/2020,0,0,0,52,0,0,0
Solano,9/30/2020,14,18,32,570,2,1,10
Riverside,9/30/2020,119,45,164,3370,40,10,122
Lake,9/30/2020,1,2,3,65,0,0,1
Los Angeles,9/30/2020,730,371,1101,20001,197,55,996
Siskiyou,9/30/2020,0,0,0,56,0,0,8
Sacramento,9/30/2020,119,27,146,2502,31,6,83
Santa Barbara,9/30/2020,18,1,19,666,5,1,44
Nevada,9/30/2020,3,0,3,126,2,0,5
San Diego,9/30/2020,187,43,230,6771,70,8,309
San Luis Obispo,9/30/2020,1,0,1,451,0,0,25
Tehama,9/30/2020,6,0,6,59,1,0,1
Mendocino,9/30/2020,6,1,7,150,2,0,3
Glenn,9/30/2020,0,0,0,47,0,0,0
Modoc,9/30/2020,0,0,0,41,0,0,0
Alameda,9/30/2020,84,32,116,2415,27,2,121
Santa Cruz,9/30/2020,20,0,20,376,6,0,10
Humboldt,9/30/2020,2,0,2,272,1,0,6
Sonoma,9/30/2020,15,5,20,509,6,0,7
Butte,9/30/2020,9,0,9,451,3,0,4
San Benito,9/30/2020,1,0,1,25,1,0,2
San Mateo,9/30/2020,26,16,42,703,8,2,19
San Bernardino,9/30/2020,165,58,223,3863,45,12,164
Kings,9/30/2020,15,0,15,193,2,0,12
San Francisco,9/30/2020,64,10,74,1881,15,2,75
Marin,9/30/2020,7,4,11,325,4,0,9
Plumas,9/30/2020,0,0,0,35,0,0,0
Placer,9/30/2020,17,18,35,744,5,3,29
Mariposa,9/30/2020,0,0,0,19,0,0,0
Colusa,9/30/2020,5,0,5,48,0,0,0
Sutter,9/30/2020,0,0,0,0,0,0,0
Merced,9/30/2020,11,0,11,271,5,0,6
El Dorado,9/30/2020,0,0,0,189,0,0,6
